article_title,website_name,sentiment_rating
13 Best Stocks To Invest In According to AI,https://finance.yahoo.com/news/13-best-stocks-invest-according-142817979.html,0.6369
Why Companies From Microsoft to Shopify Are Investing Millions in Carbon Removal,https://finance.yahoo.com/m/99ba58d8-3718-33d4-9451-e841899ca871/why-companies-from-microsoft.html,0.0
Why We Like The Returns At Microsoft (NASDAQ:MSFT),https://finance.yahoo.com/news/why-returns-microsoft-nasdaq-msft-120037996.html,0.3612
Beleaguered Google faces day in court as Biden cracks down on monopolies,https://finance.yahoo.com/m/aa5e9d25-fb49-32d2-ad55-d886ba0e0336/beleaguered-google-faces-day.html,0.0
Artificial intelligence technology behind ChatGPT was built in Iowa — with a lot of water,https://finance.yahoo.com/news/artificial-intelligence-technology-behind-chatgpt-131421138.html,0.4767
"Will ChatGPT Ever Actually Be the ""Google Killer"" Everyone Thought It Would Be? (Answer -- not yet!)",https://finance.yahoo.com/m/c16f8080-80e1-3e23-ac00-600bda7437f7/will-chatgpt-ever-actually-be.html,-0.68
Google’s Defense in Landmark Antitrust Case Hinges on Lawyers Who Took on Microsoft,https://finance.yahoo.com/m/382408c3-3150-3366-934d-342491b0dc10/google%E2%80%99s-defense-in-landmark.html,0.2023
"Google CEO Sundar Pichai Says AI Could Be ""Bigger Than the Internet"": 3 Stocks to Buy and Hold If He's Right",https://finance.yahoo.com/m/e7fee0a4-57ae-3e06-8ba1-4567cc21f9c4/google-ceo-sundar-pichai-says.html,0.0
